Country,Gender,Year,OECD,Life_exp
Netherlands,Female,2015,True,83.2
Netherlands,Male,2015,True,79.9
Netherlands,Total,2015,True,81.6
Netherlands,Female,2016,True,83.2
Netherlands,Male,2016,True,80.0
Netherlands,Total,2016,True,81.7
Netherlands,Female,2017,True,83.4
Netherlands,Male,2017,True,80.2
Netherlands,Total,2017,True,81.8
Netherlands,Female,2018,True,83.4
Netherlands,Male,2018,True,80.3
Netherlands,Total,2018,True,81.9
Netherlands,Female,2019,True,83.7
Netherlands,Male,2019,True,80.6
Netherlands,Total,2019,True,82.2
Netherlands,Female,2020,True,83.1
Netherlands,Male,2020,True,79.7
Netherlands,Total,2020,True,81.4
Netherlands,Female,2021,True,83.0
Netherlands,Male,2021,True,79.7
Netherlands,Total,2021,True,81.4
Netherlands,Female,2022,True,83.1
Netherlands,Male,2022,True,80.2
Netherlands,Total,2022,True,81.7
Netherlands,Female,2023,True,83.4
Netherlands,Male,2023,True,80.5
Netherlands,Total,2023,True,82.0
New Zealand,Female,2015,True,83.3
New Zealand,Male,2015,True,79.7
New Zealand,Total,2015,True,81.5
New Zealand,Female,2016,True,83.4
New Zealand,Male,2016,True,79.8
New Zealand,Total,2016,True,81.6
New Zealand,Female,2017,True,83.4
New Zealand,Male,2017,True,79.9
New Zealand,Total,2017,True,81.7
New Zealand,Female,2018,True,83.5
New Zealand,Male,2018,True,80.0
New Zealand,Total,2018,True,81.7
New Zealand,Female,2019,True,83.9
New Zealand,Male,2019,True,80.3
New Zealand,Total,2019,True,82.1
New Zealand,Female,2020,True,84.1
New Zealand,Male,2020,True,80.5
New Zealand,Total,2020,True,82.3
New Zealand,Female,2021,True,84.0
New Zealand,Male,2021,True,80.5
New Zealand,Total,2021,True,82.3
New Zealand,Female,2022,True,83.7
New Zealand,Male,2022,True,80.3
New Zealand,Total,2022,True,82.0
Norway,Female,2015,True,84.2
Norway,Male,2015,True,80.5
Norway,Total,2015,True,82.4
Norway,Female,2016,True,84.2
Norway,Male,2016,True,80.7
Norway,Total,2016,True,82.5
Norway,Female,2017,True,84.3
Norway,Male,2017,True,81.0
Norway,Total,2017,True,82.7
Norway,Female,2018,True,84.5
Norway,Male,2018,True,81.1
Norway,Total,2018,True,82.8
Norway,Female,2019,True,84.7
Norway,Male,2019,True,81.3
Norway,Total,2019,True,83.0
Norway,Female,2020,True,84.9
Norway,Male,2020,True,81.6
Norway,Total,2020,True,83.3
Norway,Female,2021,True,84.7
Norway,Male,2021,True,81.7
Norway,Total,2021,True,83.2
Norway,Female,2022,True,84.2
Norway,Male,2022,True,81.0
Norway,Total,2022,True,82.6
Peru,Female,2015,False,77.7
Peru,Male,2015,False,73.6
Peru,Total,2015,False,75.6
Peru,Female,2016,False,78.0
Peru,Male,2016,False,73.7
Peru,Total,2016,False,75.8
Peru,Female,2017,False,78.1
Peru,Male,2017,False,73.7
Peru,Total,2017,False,75.9
Peru,Female,2018,False,78.3
Peru,Male,2018,False,73.8
Peru,Total,2018,False,76.0
Peru,Female,2019,False,78.5
Peru,Male,2019,False,73.9
Peru,Total,2019,False,76.2
Peru,Female,2020,False,76.8
Peru,Male,2020,False,70.8
Peru,Total,2020,False,73.7
Peru,Female,2021,False,74.7
Peru,Male,2021,False,70.1
Peru,Total,2021,False,72.4
Peru,Female,2022,False,75.5
Peru,Male,2022,False,71.3
Peru,Total,2022,False,73.4
Poland,Female,2015,True,81.6
Poland,Male,2015,True,73.5
Poland,Total,2015,True,77.5
Poland,Female,2016,True,82.0
Poland,Male,2016,True,73.9
Poland,Total,2016,True,78.0
Poland,Female,2017,True,81.8
Poland,Male,2017,True,73.9
Poland,Total,2017,True,77.8
Poland,Female,2018,True,81.7
Poland,Male,2018,True,73.7
Poland,Total,2018,True,77.7
Poland,Female,2019,True,81.9
Poland,Male,2019,True,74.1
Poland,Total,2019,True,78.0
Poland,Female,2020,True,80.6
Poland,Male,2020,True,72.4
Poland,Total,2020,True,76.4
Poland,Female,2021,True,79.5
Poland,Male,2021,True,71.4
Poland,Total,2021,True,75.4
Poland,Female,2022,True,81.1
Poland,Male,2022,True,73.4
Poland,Total,2022,True,77.2
Poland,Female,2023,True,82.4
Poland,Male,2023,True,74.8
Poland,Total,2023,True,78.6
Portugal,Female,2015,True,84.3
Portugal,Male,2015,True,78.1
Portugal,Total,2015,True,81.3
Portugal,Female,2016,True,84.3
Portugal,Male,2016,True,78.1
Portugal,Total,2016,True,81.3
Portugal,Female,2017,True,84.6
Portugal,Male,2017,True,78.4
Portugal,Total,2017,True,81.6
Portugal,Female,2018,True,84.5
Portugal,Male,2018,True,78.3
Portugal,Total,2018,True,81.5
Portugal,Female,2019,True,84.8
Portugal,Male,2019,True,78.7
Portugal,Total,2019,True,81.9
Portugal,Female,2020,True,84.1
Portugal,Male,2020,True,78.0
Portugal,Total,2020,True,81.1
Portugal,Female,2021,True,84.4
Portugal,Male,2021,True,78.5
Portugal,Total,2021,True,81.5
Portugal,Female,2022,True,84.5
Portugal,Male,2022,True,78.9
Portugal,Total,2022,True,81.8
Portugal,Female,2023,True,85.2
Portugal,Male,2023,True,79.5
Portugal,Total,2023,True,82.4
Romania,Female,2015,False,78.6
Romania,Male,2015,False,71.4
Romania,Total,2015,False,74.9
Romania,Female,2016,False,79.0
Romania,Male,2016,False,71.6
Romania,Total,2016,False,75.2
Romania,Female,2017,False,79.0
Romania,Male,2017,False,71.6
Romania,Total,2017,False,75.2
Romania,Female,2018,False,79.2
Romania,Male,2018,False,71.7
Romania,Total,2018,False,75.3
Romania,Female,2019,False,79.5
Romania,Male,2019,False,71.9
Romania,Total,2019,False,75.6
Romania,Female,2020,False,78.3
Romania,Male,2020,False,70.4
Romania,Total,2020,False,74.2
Romania,Female,2021,False,76.6
Romania,Male,2021,False,69.2
Romania,Total,2021,False,72.8
Romania,Female,2022,False,79.2
Romania,Male,2022,False,71.3
Romania,Total,2022,False,75.1
Romania,Female,2023,False,80.5
Romania,Male,2023,False,72.9
Romania,Total,2023,False,76.6
Russia,Female,2015,False,76.7
Russia,Male,2015,False,65.9
Russia,Total,2015,False,71.3
Russia,Female,2016,False,77.1
Russia,Male,2016,False,66.5
Russia,Total,2016,False,71.8
Russia,Female,2017,False,77.6
Russia,Male,2017,False,67.5
Russia,Total,2017,False,72.6
Russia,Female,2018,False,77.8
Russia,Male,2018,False,67.8
Russia,Total,2018,False,72.8
Russia,Female,2019,False,78.2
Russia,Male,2019,False,68.2
Russia,Total,2019,False,73.2
Slovak Republic,Female,2015,True,80.2
Slovak Republic,Male,2015,True,73.1
Slovak Republic,Total,2015,True,76.7
Slovak Republic,Female,2016,True,80.7
Slovak Republic,Male,2016,True,73.8
Slovak Republic,Total,2016,True,77.3
Slovak Republic,Female,2017,True,80.7
Slovak Republic,Male,2017,True,73.8
Slovak Republic,Total,2017,True,77.3
Slovak Republic,Female,2018,True,80.8
Slovak Republic,Male,2018,True,73.9
Slovak Republic,Total,2018,True,77.4
Slovak Republic,Female,2019,True,81.2
Slovak Republic,Male,2019,True,74.3
Slovak Republic,Total,2019,True,77.8
Slovak Republic,Female,2020,True,80.4
Slovak Republic,Male,2020,True,73.5
Slovak Republic,Total,2020,True,77.0
Slovak Republic,Female,2021,True,78.2
Slovak Republic,Male,2021,True,71.2
Slovak Republic,Total,2021,True,74.6
Slovak Republic,Female,2022,True,80.5
Slovak Republic,Male,2022,True,73.6
Slovak Republic,Total,2022,True,77.0
Slovak Republic,Female,2023,True,81.5
Slovak Republic,Male,2023,True,74.7
Slovak Republic,Total,2023,True,78.1
Slovenia,Female,2015,True,83.9
Slovenia,Male,2015,True,77.8
Slovenia,Total,2015,True,80.9
Slovenia,Female,2016,True,84.3
Slovenia,Male,2016,True,78.2
Slovenia,Total,2016,True,81.2
Slovenia,Female,2017,True,84.0
Slovenia,Male,2017,True,78.2
Slovenia,Total,2017,True,81.2
Slovenia,Female,2018,True,84.4
Slovenia,Male,2018,True,78.5
Slovenia,Total,2018,True,81.5
Slovenia,Female,2019,True,84.5
Slovenia,Male,2019,True,78.7
Slovenia,Total,2019,True,81.6
Slovenia,Female,2020,True,83.4
Slovenia,Male,2020,True,77.8
Slovenia,Total,2020,True,80.6
Slovenia,Female,2021,True,83.8
Slovenia,Male,2021,True,77.7
Slovenia,Total,2021,True,80.7
Slovenia,Female,2022,True,84.1
Slovenia,Male,2022,True,78.6
Slovenia,Total,2022,True,81.3
Slovenia,Female,2023,True,85.0
Slovenia,Male,2023,True,79.1
Slovenia,Total,2023,True,82.0
South Africa,Female,2015,False,66.8
South Africa,Male,2015,False,60.7
South Africa,Total,2015,False,64.0
South Africa,Female,2016,False,67.8
South Africa,Male,2016,False,61.3
South Africa,Total,2016,False,64.7
South Africa,Female,2017,False,68.4
South Africa,Male,2017,False,62.0
South Africa,Total,2017,False,65.4
South Africa,Female,2018,False,68.7
South Africa,Male,2018,False,62.2
South Africa,Total,2018,False,65.7
South Africa,Female,2019,False,69.1
South Africa,Male,2019,False,62.8
South Africa,Total,2019,False,66.2
South Africa,Female,2020,False,68.0
South Africa,Male,2020,False,62.2
South Africa,Total,2020,False,65.3
South Africa,Female,2021,False,65.0
South Africa,Male,2021,False,59.5
South Africa,Total,2021,False,62.3
South Africa,Female,2022,False,64.2
South Africa,Male,2022,False,58.6
South Africa,Total,2022,False,61.5
Spain,Female,2015,True,85.7
Spain,Male,2015,True,80.1
Spain,Total,2015,True,83.0
Spain,Female,2016,True,86.3
Spain,Male,2016,True,80.5
Spain,Total,2016,True,83.5
Spain,Female,2017,True,86.1
Spain,Male,2017,True,80.6
Spain,Total,2017,True,83.4
Spain,Female,2018,True,86.3
Spain,Male,2018,True,80.7
Spain,Total,2018,True,83.5
Spain,Female,2019,True,86.7
Spain,Male,2019,True,81.1
Spain,Total,2019,True,84.0
Spain,Female,2020,True,85.2
Spain,Male,2020,True,79.6
Spain,Total,2020,True,82.4
Spain,Female,2021,True,86.2
Spain,Male,2021,True,80.4
Spain,Total,2021,True,83.3
Spain,Female,2022,True,85.9
Spain,Male,2022,True,80.5
Spain,Total,2022,True,83.2
Spain,Female,2023,True,86.7
Spain,Male,2023,True,81.2
Spain,Total,2023,True,84.0
Sweden,Female,2015,True,84.1
Sweden,Male,2015,True,80.4
Sweden,Total,2015,True,82.2
Sweden,Female,2016,True,84.1
Sweden,Male,2016,True,80.6
Sweden,Total,2016,True,82.4
Sweden,Female,2017,True,84.1
Sweden,Male,2017,True,80.8
Sweden,Total,2017,True,82.5
Sweden,Female,2018,True,84.3
Sweden,Male,2018,True,80.9
Sweden,Total,2018,True,82.6
Sweden,Female,2019,True,84.8
Sweden,Male,2019,True,81.5
Sweden,Total,2019,True,83.2
Sweden,Female,2020,True,84.2
Sweden,Male,2020,True,80.6
Sweden,Total,2020,True,82.4
Sweden,Female,2021,True,84.9
Sweden,Male,2021,True,81.3
Sweden,Total,2021,True,83.1
Sweden,Female,2022,True,84.8
Sweden,Male,2022,True,81.4
Sweden,Total,2022,True,83.1
Sweden,Female,2023,True,85.0
Sweden,Male,2023,True,81.7
Sweden,Total,2023,True,83.4
Switzerland,Female,2015,True,85.1
Switzerland,Male,2015,True,80.8
Switzerland,Total,2015,True,83.0
Switzerland,Female,2016,True,85.6
Switzerland,Male,2016,True,81.7
Switzerland,Total,2016,True,83.7
Switzerland,Female,2017,True,85.6
Switzerland,Male,2017,True,81.6
Switzerland,Total,2017,True,83.7
Switzerland,Female,2018,True,85.7
Switzerland,Male,2018,True,81.9
Switzerland,Total,2018,True,83.8
Switzerland,Female,2019,True,85.8
Switzerland,Male,2019,True,82.1
Switzerland,Total,2019,True,84.0
Switzerland,Female,2020,True,85.1
Switzerland,Male,2020,True,81.0
Switzerland,Total,2020,True,83.1
Switzerland,Female,2021,True,85.8
Switzerland,Male,2021,True,81.8
Switzerland,Total,2021,True,83.9
Switzerland,Female,2022,True,85.5
Switzerland,Male,2022,True,81.8
Switzerland,Total,2022,True,83.7
Switzerland,Female,2023,True,85.9
Switzerland,Male,2023,True,82.3
Switzerland,Total,2023,True,84.2
Türkiye,Female,2015,True,80.7
Türkiye,Male,2015,True,75.3
Türkiye,Total,2015,True,78.0
Türkiye,Female,2016,True,80.7
Türkiye,Male,2016,True,75.3
Türkiye,Total,2016,True,78.0
Türkiye,Female,2017,True,80.8
Türkiye,Male,2017,True,75.3
Türkiye,Total,2017,True,78.1
Türkiye,Female,2018,True,81.0
Türkiye,Male,2018,True,75.6
Türkiye,Total,2018,True,78.3
Türkiye,Female,2019,True,81.3
Türkiye,Male,2019,True,75.9
Türkiye,Total,2019,True,78.6
Türkiye,Female,2020,True,80.5
Türkiye,Male,2020,True,75.0
Türkiye,Total,2020,True,77.7
Türkiye,Female,2021,True,80.3
Türkiye,Male,2021,True,74.8
Türkiye,Total,2021,True,77.5
Türkiye,Female,2022,True,80.0
Türkiye,Male,2022,True,74.7
Türkiye,Total,2022,True,77.3
United Kingdom,Female,2015,True,82.7
United Kingdom,Male,2015,True,79.0
United Kingdom,Total,2015,True,80.8
United Kingdom,Female,2016,True,82.8
United Kingdom,Male,2016,True,79.2
United Kingdom,Total,2016,True,81.0
United Kingdom,Female,2017,True,82.9
United Kingdom,Male,2017,True,79.2
United Kingdom,Total,2017,True,81.1
United Kingdom,Female,2018,True,82.9
United Kingdom,Male,2018,True,79.2
United Kingdom,Total,2018,True,81.0
United Kingdom,Female,2019,True,83.2
United Kingdom,Male,2019,True,79.5
United Kingdom,Total,2019,True,81.3
United Kingdom,Female,2020,True,82.3
United Kingdom,Male,2020,True,78.3
United Kingdom,Total,2020,True,80.3
United Kingdom,Female,2021,True,82.5
United Kingdom,Male,2021,True,78.5
United Kingdom,Total,2021,True,80.5
United Kingdom,Female,2022,True,82.9
United Kingdom,Male,2022,True,79.0
United Kingdom,Total,2022,True,80.9
United States,Female,2015,True,81.1
United States,Male,2015,True,76.3
United States,Total,2015,True,78.7
United States,Female,2016,True,81.1
United States,Male,2016,True,76.2
United States,Total,2016,True,78.7
United States,Female,2017,True,81.1
United States,Male,2017,True,76.1
United States,Total,2017,True,78.6
United States,Female,2018,True,81.2
United States,Male,2018,True,76.2
United States,Total,2018,True,78.7
United States,Female,2019,True,81.4
United States,Male,2019,True,76.3
United States,Total,2019,True,78.8
United States,Female,2020,True,79.9
United States,Male,2020,True,74.2
United States,Total,2020,True,77.0
United States,Female,2021,True,79.3
United States,Male,2021,True,73.5
United States,Total,2021,True,76.4
